"Step","Proposed_Uniform - rollout/success_rate","Proposed_Uniform - rollout/success_rate__MIN","Proposed_Uniform - rollout/success_rate__MAX","Prior_Uniform - rollout/success_rate","Prior_Uniform - rollout/success_rate__MIN","Prior_Uniform - rollout/success_rate__MAX","Prior_Strong - rollout/success_rate","Prior_Strong - rollout/success_rate__MIN","Prior_Strong - rollout/success_rate__MAX","Proposed_hard - rollout/success_rate","Proposed_hard - rollout/success_rate__MIN","Proposed_hard - rollout/success_rate__MAX","Proposed_medium2 - rollout/success_rate","Proposed_medium2 - rollout/success_rate__MIN","Proposed_medium2 - rollout/success_rate__MAX","Prior_medium2 - rollout/success_rate","Prior_medium2 - rollout/success_rate__MIN","Prior_medium2 - rollout/success_rate__MAX"
"7418","","","","","","","0.34","0.34","0.34","","","","","","","","",""
"7420","","","","","","","","","","0.34","0.34","0.34","","","","","",""
"7422","","","","0.32","0.32","0.32","","","","","","","","","","","",""
"7429","","","","","","","","","","","","","","","","0.31","0.31","0.31"
"7430","0.42","0.42","0.42","","","","","","","","","","","","","","",""
"7431","","","","","","","","","","","","","0.32","0.32","0.32","","",""
"7432","","","","","","","0.35","0.35","0.35","","","","","","","","",""
"7443","","","","","","","","","","","","","","","","0.31","0.31","0.31"
"7444","0.46","0.46","0.46","","","","","","","","","","","","","","",""
"7445","","","","","","","","","","","","","0.32","0.32","0.32","","",""
"7446","","","","","","","0.34","0.34","0.34","","","","","","","","",""
"7449","","","","0.32","0.32","0.32","","","","","","","","","","","",""
"7456","","","","","","","","","","0.35","0.35","0.35","","","","","",""
"7459","","","","","","","","","","","","","0.34","0.34","0.34","","",""
"7463","0.45","0.45","0.45","0.32","0.32","0.32","","","","","","","","","","","",""
"7470","","","","","","","","","","0.36","0.36","0.36","","","","","",""
"7477","0.45","0.45","0.45","0.31","0.31","0.31","","","","","","","","","","","",""
"7479","","","","","","","","","","","","","","","","0.34","0.34","0.34"
"7482","","","","","","","0.33","0.33","0.33","","","","","","","","",""
"7484","","","","","","","","","","0.4","0.4","0.4","","","","","",""
"7491","0.43","0.43","0.43","0.32","0.32","0.32","","","","","","","","","","","",""
"7493","","","","","","","","","","","","","","","","0.32","0.32","0.32"
"7495","","","","","","","","","","","","","0.35","0.35","0.35","","",""
"7496","","","","","","","0.33","0.33","0.33","","","","","","","","",""
"7498","","","","","","","","","","0.38","0.38","0.38","","","","","",""
"7505","","","","0.29","0.29","0.29","","","","","","","","","","","",""
"7507","","","","","","","","","","","","","","","","0.32","0.32","0.32"
"7509","","","","","","","","","","","","","0.33","0.33","0.33","","",""
"7510","","","","","","","0.35","0.35","0.35","","","","","","","","",""
"7512","","","","","","","","","","0.36","0.36","0.36","","","","","",""
"7519","0.43","0.43","0.43","0.28","0.28","0.28","","","","","","","","","","","",""
"7521","","","","","","","","","","","","","","","","0.31","0.31","0.31"
"7523","","","","","","","","","","","","","0.35","0.35","0.35","","",""
"7524","","","","","","","0.37","0.37","0.37","","","","","","","","",""
"7526","","","","","","","","","","0.36","0.36","0.36","","","","","",""
"7533","0.42","0.42","0.42","","","","","","","","","","","","","","",""
"7540","","","","","","","","","","0.38","0.38","0.38","","","","","",""
"7547","0.44","0.44","0.44","","","","","","","","","","","","","","",""
"7548","","","","","","","","","","","","","","","","0.31","0.31","0.31"
"7550","","","","","","","","","","","","","0.37","0.37","0.37","","",""
"7551","","","","","","","0.38","0.38","0.38","","","","","","","","",""
"7555","","","","0.29","0.29","0.29","","","","","","","","","","","",""
"7561","0.46","0.46","0.46","","","","","","","","","","","","","","",""
"7562","","","","","","","","","","","","","","","","0.34","0.34","0.34"
"7564","","","","","","","","","","","","","0.37","0.37","0.37","","",""
"7565","","","","","","","0.39","0.39","0.39","","","","","","","","",""
"7569","","","","0.28","0.28","0.28","","","","","","","","","","","",""
"7575","0.45","0.45","0.45","","","","","","","","","","","","","","",""
"7576","","","","","","","","","","","","","","","","0.35","0.35","0.35"
"7578","","","","","","","","","","","","","0.36","0.36","0.36","","",""
"7579","","","","","","","0.37","0.37","0.37","","","","","","","","",""
"7582","","","","","","","","","","0.4","0.4","0.4","","","","","",""
"7583","","","","0.28","0.28","0.28","","","","","","","","","","","",""
"7589","0.47","0.47","0.47","","","","","","","","","","","","","","",""
"7590","","","","","","","","","","","","","","","","0.36","0.36","0.36"
"7592","","","","","","","","","","","","","0.36","0.36","0.36","","",""
"7593","","","","","","","0.37","0.37","0.37","","","","","","","","",""
"7596","","","","","","","","","","0.42","0.42","0.42","","","","","",""
"7597","","","","0.28","0.28","0.28","","","","","","","","","","","",""
"7604","","","","","","","","","","","","","","","","0.34","0.34","0.34"
"7607","","","","","","","0.38","0.38","0.38","","","","","","","","",""
"7610","","","","","","","","","","0.42","0.42","0.42","","","","","",""
"7618","","","","","","","","","","","","","","","","0.34","0.34","0.34"
"7621","","","","","","","0.36","0.36","0.36","","","","","","","","",""
"7624","","","","0.27","0.27","0.27","","","","0.44","0.44","0.44","","","","","",""
"7625","0.46","0.46","0.46","","","","","","","","","","","","","","",""
"7628","","","","","","","","","","","","","0.38","0.38","0.38","","",""
"7632","","","","","","","","","","","","","","","","0.33","0.33","0.33"
"7635","","","","","","","0.36","0.36","0.36","","","","","","","","",""
"7638","","","","0.26","0.26","0.26","","","","0.44","0.44","0.44","","","","","",""
"7639","0.5","0.5","0.5","","","","","","","","","","","","","","",""
"7642","","","","","","","","","","","","","0.38","0.38","0.38","","",""
"7646","","","","","","","","","","","","","","","","0.34","0.34","0.34"
"7649","","","","","","","0.35","0.35","0.35","","","","","","","","",""
"7652","","","","0.26","0.26","0.26","","","","0.42","0.42","0.42","","","","","",""
"7653","0.49","0.49","0.49","","","","","","","","","","","","","","",""
"7656","","","","","","","","","","","","","0.37","0.37","0.37","","",""
"7663","","","","","","","0.35","0.35","0.35","","","","","","","","",""
"7666","","","","0.24","0.24","0.24","","","","0.43","0.43","0.43","","","","","",""
"7670","","","","","","","","","","","","","0.39","0.39","0.39","","",""
"7680","0.51","0.51","0.51","0.27","0.27","0.27","","","","","","","","","","","",""
"7682","","","","","","","","","","","","","","","","0.35","0.35","0.35"
"7684","","","","","","","","","","","","","0.41","0.41","0.41","","",""
"7690","","","","","","","0.34","0.34","0.34","","","","","","","","",""
"7694","0.49","0.49","0.49","0.29","0.29","0.29","","","","","","","","","","","",""
"7696","","","","","","","","","","","","","","","","0.37","0.37","0.37"
"7698","","","","","","","","","","","","","0.4","0.4","0.4","","",""
"7702","","","","","","","","","","0.41","0.41","0.41","","","","","",""
"7708","0.49","0.49","0.49","0.3","0.3","0.3","","","","","","","","","","","",""
"7716","","","","","","","","","","0.42","0.42","0.42","","","","","",""
"7717","","","","","","","0.33","0.33","0.33","","","","","","","","",""
"7722","0.49","0.49","0.49","0.32","0.32","0.32","","","","","","","","","","","",""
"7723","","","","","","","","","","","","","","","","0.36","0.36","0.36"
"7730","","","","","","","","","","0.42","0.42","0.42","","","","","",""
"7731","","","","","","","0.34","0.34","0.34","","","","","","","","",""
"7736","0.49","0.49","0.49","0.35","0.35","0.35","","","","","","","","","","","",""
"7737","","","","","","","","","","","","","","","","0.38","0.38","0.38"
"7744","","","","","","","","","","0.43","0.43","0.43","","","","","",""
"7745","","","","","","","0.34","0.34","0.34","","","","","","","","",""
"7748","","","","","","","","","","","","","0.39","0.39","0.39","","",""
"7751","","","","","","","","","","","","","","","","0.37","0.37","0.37"
"7758","","","","","","","","","","0.43","0.43","0.43","","","","","",""
"7759","","","","","","","0.35","0.35","0.35","","","","","","","","",""
"7762","","","","","","","","","","","","","0.4","0.4","0.4","","",""
"7764","0.49","0.49","0.49","","","","","","","","","","","","","","",""
"7765","","","","","","","","","","","","","","","","0.34","0.34","0.34"
"7772","","","","0.33","0.33","0.33","","","","","","","","","","","",""
"7773","","","","","","","0.35","0.35","0.35","","","","","","","","",""
"7776","","","","","","","","","","","","","0.38","0.38","0.38","","",""
"7778","0.48","0.48","0.48","","","","","","","","","","","","","","",""
"7779","","","","","","","","","","","","","","","","0.35","0.35","0.35"
"7785","","","","","","","","","","0.43","0.43","0.43","","","","","",""
"7786","","","","0.34","0.34","0.34","","","","","","","","","","","",""
"7787","","","","","","","0.38","0.38","0.38","","","","","","","","",""
"7790","","","","","","","","","","","","","0.4","0.4","0.4","","",""
"7792","0.47","0.47","0.47","","","","","","","","","","","","","","",""
"7793","","","","","","","","","","","","","","","","0.35","0.35","0.35"
"7799","","","","","","","","","","0.43","0.43","0.43","","","","","",""
"7800","","","","0.35","0.35","0.35","","","","","","","","","","","",""
"7801","","","","","","","0.39","0.39","0.39","","","","","","","","",""
"7804","","","","","","","","","","","","","0.41","0.41","0.41","","",""
"7806","0.49","0.49","0.49","","","","","","","","","","","","","","",""
"7807","","","","","","","","","","","","","","","","0.33","0.33","0.33"
"7815","","","","","","","0.37","0.37","0.37","","","","","","","","",""
"7818","","","","","","","","","","","","","0.41","0.41","0.41","","",""
"7820","0.51","0.51","0.51","","","","","","","","","","","","","","",""
"7821","","","","","","","","","","","","","","","","0.35","0.35","0.35"
"7827","","","","0.35","0.35","0.35","","","","","","","","","","","",""
"7829","","","","","","","0.37","0.37","0.37","","","","","","","","",""
"7832","","","","","","","","","","","","","0.43","0.43","0.43","","",""
"7834","0.5","0.5","0.5","","","","","","","","","","","","","","",""
"7835","","","","","","","","","","0.46","0.46","0.46","","","","0.35","0.35","0.35"
"7841","","","","0.35","0.35","0.35","","","","","","","","","","","",""
"7843","","","","","","","0.37","0.37","0.37","","","","","","","","",""
"7846","","","","","","","","","","","","","0.43","0.43","0.43","","",""
"7848","0.52","0.52","0.52","","","","","","","","","","","","","","",""
"7849","","","","","","","","","","0.47","0.47","0.47","","","","0.35","0.35","0.35"
"7855","","","","0.36","0.36","0.36","","","","","","","","","","","",""
"7862","0.5","0.5","0.5","","","","","","","","","","","","","","",""
"7863","","","","","","","","","","0.49","0.49","0.49","","","","0.36","0.36","0.36"
"7869","","","","0.36","0.36","0.36","","","","","","","","","","","",""
"7870","","","","","","","0.38","0.38","0.38","","","","","","","","",""
"7877","","","","","","","","","","0.46","0.46","0.46","","","","","",""
"7882","","","","","","","","","","","","","0.44","0.44","0.44","","",""
"7883","","","","0.39","0.39","0.39","","","","","","","","","","","",""
"7884","","","","","","","0.37","0.37","0.37","","","","","","","","",""
"7891","","","","","","","","","","0.47","0.47","0.47","","","","","",""
"7896","","","","","","","","","","","","","0.45","0.45","0.45","","",""
"7897","","","","0.39","0.39","0.39","","","","","","","","","","0.33","0.33","0.33"
"7904","0.5","0.5","0.5","","","","","","","","","","","","","","",""
"7905","","","","","","","","","","0.45","0.45","0.45","","","","","",""
"7910","","","","","","","","","","","","","0.44","0.44","0.44","","",""
"7911","","","","0.39","0.39","0.39","","","","","","","","","","0.34","0.34","0.34"
"7918","0.5","0.5","0.5","","","","","","","","","","","","","","",""
"7919","","","","","","","","","","0.44","0.44","0.44","","","","","",""
"7920","","","","","","","0.35","0.35","0.35","","","","","","","","",""
"7924","","","","","","","","","","","","","0.43","0.43","0.43","","",""
"7925","","","","0.4","0.4","0.4","","","","","","","","","","0.34","0.34","0.34"
"7932","0.5","0.5","0.5","","","","","","","","","","","","","","",""
"7934","","","","","","","0.34","0.34","0.34","","","","","","","","",""
"7939","","","","0.41","0.41","0.41","","","","","","","","","","0.35","0.35","0.35"
"7946","0.5","0.5","0.5","","","","","","","","","","","","","","",""
"7947","","","","","","","","","","0.46","0.46","0.46","","","","","",""
"7948","","","","","","","0.34","0.34","0.34","","","","","","","","",""
"7951","","","","","","","","","","","","","0.44","0.44","0.44","","",""
"7953","","","","0.39","0.39","0.39","","","","","","","","","","0.33","0.33","0.33"
"7960","0.5","0.5","0.5","","","","","","","","","","","","","","",""
"7961","","","","","","","","","","0.45","0.45","0.45","","","","","",""
"7962","","","","","","","0.32","0.32","0.32","","","","","","","","",""
"7965","","","","","","","","","","","","","0.44","0.44","0.44","","",""
"7967","","","","","","","","","","","","","","","","0.29","0.29","0.29"
"7974","0.49","0.49","0.49","","","","","","","","","","","","","","",""
"7976","","","","","","","0.32","0.32","0.32","","","","","","","","",""
"7980","","","","","","","","","","0.44","0.44","0.44","","","","","",""
"7981","","","","","","","","","","","","","","","","0.28","0.28","0.28"
"7988","0.5","0.5","0.5","","","","","","","","","","","","","","",""
"7990","","","","","","","0.34","0.34","0.34","","","","","","","","",""
"7994","","","","","","","","","","0.43","0.43","0.43","","","","","",""
"7995","","","","0.4","0.4","0.4","","","","","","","","","","0.28","0.28","0.28"
"8001","","","","","","","","","","","","","0.43","0.43","0.43","","",""
"8004","","","","","","","0.33","0.33","0.33","","","","","","","","",""
"8008","","","","","","","","","","0.41","0.41","0.41","","","","","",""
"8009","","","","0.4","0.4","0.4","","","","","","","","","","0.27","0.27","0.27"
"8015","","","","","","","","","","","","","0.41","0.41","0.41","","",""
"8018","","","","","","","0.33","0.33","0.33","","","","","","","","",""
"8022","","","","","","","","","","0.41","0.41","0.41","","","","","",""
"8023","","","","0.39","0.39","0.39","","","","","","","","","","","",""
"8024","0.51","0.51","0.51","","","","","","","","","","","","","","",""
"8029","","","","","","","","","","","","","0.41","0.41","0.41","","",""
"8036","","","","","","","","","","","","","","","","0.27","0.27","0.27"
"8037","","","","0.39","0.39","0.39","","","","","","","","","","","",""
"8038","0.5","0.5","0.5","","","","","","","","","","","","","","",""
"8043","","","","","","","","","","","","","0.4","0.4","0.4","","",""
"8045","","","","","","","0.32","0.32","0.32","","","","","","","","",""
"8050","","","","","","","","","","","","","","","","0.28","0.28","0.28"
"8051","","","","0.42","0.42","0.42","","","","","","","","","","","",""
"8052","0.5","0.5","0.5","","","","","","","","","","","","","","",""
"8057","","","","","","","","","","","","","0.4","0.4","0.4","","",""
"8058","","","","","","","","","","0.41","0.41","0.41","","","","","",""
"8059","","","","","","","0.32","0.32","0.32","","","","","","","","",""
"8065","","","","0.43","0.43","0.43","","","","","","","","","","","",""
"8066","0.49","0.49","0.49","","","","","","","","","","","","","","",""
"8071","","","","","","","","","","","","","0.39","0.39","0.39","","",""
"8072","","","","","","","","","","0.38","0.38","0.38","","","","","",""
"8073","","","","","","","0.31","0.31","0.31","","","","","","","","",""
"8079","","","","0.43","0.43","0.43","","","","","","","","","","","",""
"8080","0.52","0.52","0.52","","","","","","","","","","","","","","",""
"8086","","","","","","","","","","0.39","0.39","0.39","","","","0.27","0.27","0.27"
"8087","","","","","","","0.32","0.32","0.32","","","","","","","","",""
"8093","","","","0.42","0.42","0.42","","","","","","","","","","","",""
"8100","","","","","","","","","","0.41","0.41","0.41","","","","0.27","0.27","0.27"
"8107","0.49","0.49","0.49","0.41","0.41","0.41","","","","","","","0.39","0.39","0.39","","",""
"8114","","","","","","","","","","0.43","0.43","0.43","","","","0.27","0.27","0.27"
"8121","0.5","0.5","0.5","0.4","0.4","0.4","","","","","","","0.41","0.41","0.41","","",""
"8123","","","","","","","0.32","0.32","0.32","","","","","","","","",""
"8128","","","","","","","","","","0.46","0.46","0.46","","","","0.27","0.27","0.27"
"8135","0.48","0.48","0.48","0.39","0.39","0.39","","","","","","","0.41","0.41","0.41","","",""
"8137","","","","","","","0.3","0.3","0.3","","","","","","","","",""
"8142","","","","","","","","","","0.46","0.46","0.46","","","","0.26","0.26","0.26"
"8149","","","","","","","","","","","","","0.39","0.39","0.39","","",""
"8151","","","","","","","0.3","0.3","0.3","","","","","","","","",""
"8156","","","","","","","","","","0.45","0.45","0.45","","","","0.25","0.25","0.25"
"8162","","","","0.36","0.36","0.36","","","","","","","","","","","",""
"8165","","","","","","","0.29","0.29","0.29","","","","","","","","",""
"8170","","","","","","","","","","","","","","","","0.26","0.26","0.26"
"8171","0.5","0.5","0.5","","","","","","","","","","","","","","",""
"8176","","","","0.37","0.37","0.37","","","","","","","0.42","0.42","0.42","","",""
"8179","","","","","","","0.31","0.31","0.31","","","","","","","","",""
"8184","","","","","","","","","","","","","","","","0.25","0.25","0.25"
"8185","0.51","0.51","0.51","","","","","","","","","","","","","","",""
"8189","","","","","","","","","","0.47","0.47","0.47","","","","","",""
"8190","","","","0.38","0.38","0.38","","","","","","","0.42","0.42","0.42","","",""
"8193","","","","","","","0.33","0.33","0.33","","","","","","","","",""
"8199","0.51","0.51","0.51","","","","","","","","","","","","","","",""
"8203","","","","","","","","","","0.46","0.46","0.46","","","","","",""
"8204","","","","","","","","","","","","","0.4","0.4","0.4","","",""
"8207","","","","","","","0.3","0.3","0.3","","","","","","","","",""
"8211","","","","","","","","","","","","","","","","0.27","0.27","0.27"
"8213","0.53","0.53","0.53","","","","","","","","","","","","","","",""
"8217","","","","","","","","","","0.44","0.44","0.44","","","","","",""
"8218","","","","","","","","","","","","","0.4","0.4","0.4","","",""
"8225","","","","","","","","","","","","","","","","0.26","0.26","0.26"
"8226","","","","0.36","0.36","0.36","","","","","","","","","","","",""
"8227","0.53","0.53","0.53","","","","","","","","","","","","","","",""
"8231","","","","","","","","","","0.43","0.43","0.43","","","","","",""
"8234","","","","","","","0.31","0.31","0.31","","","","","","","","",""
"8239","","","","","","","","","","","","","","","","0.25","0.25","0.25"
"8240","","","","0.38","0.38","0.38","","","","","","","","","","","",""
"8241","0.52","0.52","0.52","","","","","","","","","","","","","","",""
"8245","","","","","","","","","","0.42","0.42","0.42","","","","","",""
"8246","","","","","","","","","","","","","0.4","0.4","0.4","","",""
"8248","","","","","","","0.31","0.31","0.31","","","","","","","","",""
"8253","","","","","","","","","","","","","","","","0.26","0.26","0.26"
"8254","","","","0.38","0.38","0.38","","","","","","","","","","","",""
"8255","0.52","0.52","0.52","","","","","","","","","","","","","","",""
"8259","","","","","","","","","","0.43","0.43","0.43","","","","","",""
"8260","","","","","","","","","","","","","0.4","0.4","0.4","","",""
"8262","","","","","","","0.31","0.31","0.31","","","","","","","","",""
"8268","","","","0.38","0.38","0.38","","","","","","","","","","","",""
"8269","0.52","0.52","0.52","","","","","","","","","","","","","","",""
"8274","","","","","","","","","","","","","0.4","0.4","0.4","","",""
"8276","","","","","","","0.31","0.31","0.31","","","","","","","","",""
"8282","","","","0.38","0.38","0.38","","","","","","","","","","","",""
"8288","","","","","","","","","","","","","0.39","0.39","0.39","","",""
"8289","","","","","","","","","","","","","","","","0.26","0.26","0.26"
"8290","","","","","","","0.32","0.32","0.32","","","","","","","","",""
"8295","","","","","","","","","","0.41","0.41","0.41","","","","","",""
"8296","","","","0.34","0.34","0.34","","","","","","","","","","","",""
"8302","","","","","","","","","","","","","0.38","0.38","0.38","","",""
"8303","","","","","","","","","","","","","","","","0.24","0.24","0.24"
"8304","","","","","","","0.33","0.33","0.33","","","","","","","","",""
"8305","0.52","0.52","0.52","","","","","","","","","","","","","","",""
"8309","","","","","","","","","","0.42","0.42","0.42","","","","","",""
"8310","","","","0.34","0.34","0.34","","","","","","","","","","","",""
"8316","","","","","","","","","","","","","0.36","0.36","0.36","","",""
"8317","","","","","","","","","","","","","","","","0.23","0.23","0.23"
"8319","0.52","0.52","0.52","","","","","","","","","","","","","","",""
"8323","","","","","","","","","","0.4","0.4","0.4","","","","","",""
"8324","","","","0.36","0.36","0.36","","","","","","","","","","","",""
"8331","","","","","","","","","","","","","","","","0.21","0.21","0.21"
"8337","","","","","","","","","","0.43","0.43","0.43","","","","","",""
"8340","","","","","","","0.33","0.33","0.33","","","","","","","","",""
"8345","","","","","","","","","","","","","","","","0.2","0.2","0.2"
"8346","0.51","0.51","0.51","","","","","","","","","","","","","","",""
"8351","","","","0.36","0.36","0.36","","","","","","","","","","","",""
"8354","","","","","","","0.31","0.31","0.31","","","","","","","","",""
"8356","","","","","","","","","","0.4","0.4","0.4","","","","","",""
"8357","","","","","","","","","","","","","0.34","0.34","0.34","","",""
"8359","","","","","","","","","","","","","","","","0.21","0.21","0.21"
"8360","0.53","0.53","0.53","","","","","","","","","","","","","","",""
"8365","","","","0.35","0.35","0.35","","","","","","","","","","","",""
"8368","","","","","","","0.28","0.28","0.28","","","","","","","","",""
"8370","","","","","","","","","","0.38","0.38","0.38","","","","","",""
"8371","","","","","","","","","","","","","0.35","0.35","0.35","","",""
"8374","0.52","0.52","0.52","","","","","","","","","","","","","","",""
"8379","","","","0.35","0.35","0.35","","","","","","","","","","","",""
"8382","","","","","","","0.28","0.28","0.28","","","","","","","","",""
"8385","","","","","","","","","","","","","0.35","0.35","0.35","","",""
"8386","","","","","","","","","","","","","","","","0.24","0.24","0.24"
"8388","0.52","0.52","0.52","","","","","","","","","","","","","","",""
"8393","","","","0.36","0.36","0.36","","","","","","","","","","","",""
"8399","","","","","","","","","","","","","0.33","0.33","0.33","","",""
"8400","","","","","","","","","","","","","","","","0.25","0.25","0.25"
"8401","","","","","","","0.29","0.29","0.29","","","","","","","","",""
"8402","0.52","0.52","0.52","","","","","","","","","","","","","","",""
"8406","","","","","","","","","","0.41","0.41","0.41","","","","","",""
"8407","","","","0.38","0.38","0.38","","","","","","","","","","","",""
"8413","","","","","","","","","","","","","0.33","0.33","0.33","","",""
"8414","","","","","","","","","","","","","","","","0.25","0.25","0.25"
"8415","","","","","","","0.29","0.29","0.29","","","","","","","","",""
"8416","0.54","0.54","0.54","","","","","","","","","","","","","","",""
"8420","","","","","","","","","","0.43","0.43","0.43","","","","","",""
"8427","","","","","","","","","","","","","0.33","0.33","0.33","","",""
"8428","","","","","","","","","","","","","","","","0.25","0.25","0.25"
"8429","","","","","","","0.29","0.29","0.29","","","","","","","","",""
"8434","","","","","","","","","","0.43","0.43","0.43","","","","","",""
"8442","","","","","","","","","","","","","","","","0.26","0.26","0.26"
"8443","","","","0.38","0.38","0.38","0.29","0.29","0.29","","","","","","","","",""
"8448","","","","","","","","","","0.43","0.43","0.43","","","","","",""
"8452","0.54","0.54","0.54","","","","","","","","","","","","","","",""
"8456","","","","","","","","","","","","","","","","0.26","0.26","0.26"
"8457","","","","0.38","0.38","0.38","0.3","0.3","0.3","","","","","","","","",""
"8462","","","","","","","","","","0.41","0.41","0.41","","","","","",""
"8463","","","","","","","","","","","","","0.34","0.34","0.34","","",""
"8466","0.55","0.55","0.55","","","","","","","","","","","","","","",""
"8471","","","","0.36","0.36","0.36","0.3","0.3","0.3","","","","","","","","",""
"8476","","","","","","","","","","0.39","0.39","0.39","","","","","",""
"8477","","","","","","","","","","","","","0.33","0.33","0.33","","",""
"8480","0.56","0.56","0.56","","","","","","","","","","","","","","",""
"8485","","","","0.35","0.35","0.35","0.31","0.31","0.31","","","","","","","","",""
"8490","","","","","","","","","","0.41","0.41","0.41","","","","","",""
"8491","","","","","","","","","","","","","0.35","0.35","0.35","","",""
"8492","","","","","","","","","","","","","","","","0.25","0.25","0.25"
"8494","0.57","0.57","0.57","","","","","","","","","","","","","","",""
"8499","","","","0.35","0.35","0.35","0.29","0.29","0.29","","","","","","","","",""
"8505","","","","","","","","","","","","","0.34","0.34","0.34","","",""
"8506","","","","","","","","","","","","","","","","0.25","0.25","0.25"
"8508","0.56","0.56","0.56","","","","","","","","","","","","","","",""
"8513","","","","0.35","0.35","0.35","","","","","","","","","","","",""
"8518","","","","","","","","","","0.42","0.42","0.42","","","","","",""
"8520","","","","","","","","","","","","","","","","0.25","0.25","0.25"
"8522","0.53","0.53","0.53","","","","","","","","","","","","","","",""
"8532","","","","","","","","","","0.42","0.42","0.42","0.34","0.34","0.34","","",""
"8534","","","","","","","","","","","","","","","","0.25","0.25","0.25"
"8535","","","","","","","0.28","0.28","0.28","","","","","","","","",""
"8536","0.55","0.55","0.55","","","","","","","","","","","","","","",""
"8540","","","","0.34","0.34","0.34","","","","","","","","","","","",""
"8546","","","","","","","","","","","","","0.33","0.33","0.33","","",""
"8549","","","","","","","0.29","0.29","0.29","","","","","","","","",""
"8550","0.55","0.55","0.55","","","","","","","","","","","","","","",""
"8554","","","","0.33","0.33","0.33","","","","","","","","","","","",""
"8559","","","","","","","","","","0.4","0.4","0.4","","","","","",""
"8560","","","","","","","","","","","","","0.35","0.35","0.35","","",""
"8561","","","","","","","","","","","","","","","","0.25","0.25","0.25"
"8568","","","","0.34","0.34","0.34","","","","","","","","","","","",""
"8573","","","","","","","","","","0.38","0.38","0.38","","","","","",""
"8575","","","","","","","","","","","","","","","","0.25","0.25","0.25"
"8576","","","","","","","0.32","0.32","0.32","","","","","","","","",""
"8582","","","","0.36","0.36","0.36","","","","","","","","","","","",""
"8587","","","","","","","","","","0.37","0.37","0.37","","","","","",""
"8589","","","","","","","","","","","","","","","","0.25","0.25","0.25"
"8590","","","","","","","0.31","0.31","0.31","","","","","","","","",""
"8591","0.56","0.56","0.56","","","","","","","","","","","","","","",""
"8596","","","","0.35","0.35","0.35","","","","","","","0.36","0.36","0.36","","",""
"8601","","","","","","","","","","0.38","0.38","0.38","","","","","",""
"8603","","","","","","","","","","","","","","","","0.24","0.24","0.24"
"8604","","","","","","","0.28","0.28","0.28","","","","","","","","",""
"8605","0.55","0.55","0.55","","","","","","","","","","","","","","",""
"8610","","","","0.34","0.34","0.34","","","","","","","0.36","0.36","0.36","","",""
"8615","","","","","","","","","","0.37","0.37","0.37","","","","","",""
"8617","","","","","","","","","","","","","","","","0.25","0.25","0.25"
"8618","","","","","","","0.25","0.25","0.25","","","","","","","","",""
"8619","0.55","0.55","0.55","","","","","","","","","","","","","","",""
"8624","","","","","","","","","","","","","0.33","0.33","0.33","","",""
"8631","","","","","","","","","","","","","","","","0.24","0.24","0.24"
"8632","","","","","","","0.26","0.26","0.26","","","","","","","","",""
"8633","0.55","0.55","0.55","","","","","","","","","","","","","","",""
"8638","","","","","","","","","","","","","0.34","0.34","0.34","","",""
"8645","","","","","","","","","","","","","","","","0.25","0.25","0.25"
"8646","","","","0.36","0.36","0.36","0.26","0.26","0.26","","","","","","","","",""
"8647","0.55","0.55","0.55","","","","","","","","","","","","","","",""
"8651","","","","","","","","","","0.38","0.38","0.38","","","","","",""
"8652","","","","","","","","","","","","","0.36","0.36","0.36","","",""
"8659","","","","","","","","","","","","","","","","0.26","0.26","0.26"
"8660","","","","0.32","0.32","0.32","0.27","0.27","0.27","","","","","","","","",""
"8661","0.55","0.55","0.55","","","","","","","","","","","","","","",""
"8665","","","","","","","","","","0.37","0.37","0.37","","","","","",""
"8666","","","","","","","","","","","","","0.38","0.38","0.38","","",""
"8673","","","","","","","","","","","","","","","","0.26","0.26","0.26"
"8674","","","","0.32","0.32","0.32","0.27","0.27","0.27","","","","","","","","",""
"8675","0.56","0.56","0.56","","","","","","","","","","","","","","",""
"8679","","","","","","","","","","0.37","0.37","0.37","","","","","",""
"8680","","","","","","","","","","","","","0.37","0.37","0.37","","",""
"8688","","","","0.32","0.32","0.32","0.26","0.26","0.26","","","","","","","","",""
"8693","","","","","","","","","","0.36","0.36","0.36","","","","","",""
"8701","","","","","","","","","","","","","","","","0.27","0.27","0.27"
"8707","","","","","","","","","","0.36","0.36","0.36","","","","","",""
"8711","0.55","0.55","0.55","","","","","","","","","","","","","","",""
"8715","","","","0.32","0.32","0.32","","","","","","","","","","","",""
"8716","","","","","","","","","","","","","0.37","0.37","0.37","","",""
"8721","","","","","","","","","","0.4","0.4","0.4","","","","","",""
"8725","0.55","0.55","0.55","","","","","","","","","","","","","","",""
"8728","","","","","","","","","","","","","","","","0.28","0.28","0.28"
"8729","","","","0.33","0.33","0.33","","","","","","","","","","","",""
"8730","","","","","","","0.27","0.27","0.27","","","","0.38","0.38","0.38","","",""
"8735","","","","","","","","","","0.4","0.4","0.4","","","","","",""
"8739","0.56","0.56","0.56","","","","","","","","","","","","","","",""
"8742","","","","","","","","","","","","","","","","0.28","0.28","0.28"
"8743","","","","0.34","0.34","0.34","","","","","","","","","","","",""
"8744","","","","","","","0.26","0.26","0.26","","","","0.38","0.38","0.38","","",""
"8753","0.56","0.56","0.56","","","","","","","","","","","","","","",""
