"Step","Proposed_Uniform - rollout/success_rate","Proposed_Uniform - rollout/success_rate__MIN","Proposed_Uniform - rollout/success_rate__MAX","Prior_Uniform - rollout/success_rate","Prior_Uniform - rollout/success_rate__MIN","Prior_Uniform - rollout/success_rate__MAX","Prior_Strong - rollout/success_rate","Prior_Strong - rollout/success_rate__MIN","Prior_Strong - rollout/success_rate__MAX","Proposed_hard - rollout/success_rate","Proposed_hard - rollout/success_rate__MIN","Proposed_hard - rollout/success_rate__MAX","Proposed_medium2 - rollout/success_rate","Proposed_medium2 - rollout/success_rate__MIN","Proposed_medium2 - rollout/success_rate__MAX","Prior_medium2 - rollout/success_rate","Prior_medium2 - rollout/success_rate__MIN","Prior_medium2 - rollout/success_rate__MAX"
"73727","","","","","","","","","","0.6","0.6","0.6","","","","","",""
"73733","0.7","0.7","0.7","","","","","","","","","","","","","","",""
"73734","","","","","","","","","","","","","0.73","0.73","0.73","","",""
"73741","","","","","","","","","","0.61","0.61","0.61","","","","","",""
"73747","0.7","0.7","0.7","","","","","","","","","","","","","","",""
"73748","","","","","","","","","","","","","0.72","0.72","0.72","","",""
"73755","","","","","","","","","","0.6","0.6","0.6","","","","","",""
"73761","0.71","0.71","0.71","","","","","","","","","","","","","","",""
"73762","","","","","","","","","","","","","0.73","0.73","0.73","","",""
"73776","","","","","","","","","","","","","0.72","0.72","0.72","","",""
"73790","","","","","","","","","","","","","0.69","0.69","0.69","","",""
"73791","","","","","","","","","","0.59","0.59","0.59","","","","","",""
"73797","0.71","0.71","0.71","","","","","","","","","","","","","","",""
"73804","","","","","","","","","","","","","0.71","0.71","0.71","","",""
"73805","","","","","","","","","","0.57","0.57","0.57","","","","","",""
"73811","0.7","0.7","0.7","","","","","","","","","","","","","","",""
"73819","","","","","","","","","","0.59","0.59","0.59","","","","","",""
"73825","0.68","0.68","0.68","","","","","","","","","","","","","","",""
"73833","","","","","","","","","","0.57","0.57","0.57","","","","","",""
"73839","0.68","0.68","0.68","","","","","","","","","","","","","","",""
"73840","","","","","","","","","","","","","0.71","0.71","0.71","","",""
"73847","","","","","","","","","","0.56","0.56","0.56","","","","","",""
"73853","0.69","0.69","0.69","","","","","","","","","","","","","","",""
"73854","","","","","","","","","","","","","0.72","0.72","0.72","","",""
"73866","","","","","","","","","","0.56","0.56","0.56","","","","","",""
"73867","0.7","0.7","0.7","","","","","","","","","","","","","","",""
"73873","","","","","","","","","","","","","0.73","0.73","0.73","","",""
"73880","","","","","","","","","","0.56","0.56","0.56","","","","","",""
"73881","0.7","0.7","0.7","","","","","","","","","","","","","","",""
"73887","","","","","","","","","","","","","0.73","0.73","0.73","","",""
"73894","","","","","","","","","","0.57","0.57","0.57","","","","","",""
"73895","0.69","0.69","0.69","","","","","","","","","","","","","","",""
"73901","","","","","","","","","","","","","0.75","0.75","0.75","","",""
"73909","0.7","0.7","0.7","","","","","","","","","","","","","","",""
"73915","","","","","","","","","","","","","0.73","0.73","0.73","","",""
"73929","","","","","","","","","","","","","0.73","0.73","0.73","","",""
"73930","","","","","","","","","","0.57","0.57","0.57","","","","","",""
"73936","0.7","0.7","0.7","","","","","","","","","","","","","","",""
"73943","","","","","","","","","","","","","0.73","0.73","0.73","","",""
"73944","","","","","","","","","","0.55","0.55","0.55","","","","","",""
"73958","","","","","","","","","","0.56","0.56","0.56","","","","","",""
"73972","","","","","","","","","","0.55","0.55","0.55","","","","","",""
"73973","0.71","0.71","0.71","","","","","","","","","","","","","","",""
"73979","","","","","","","","","","","","","0.73","0.73","0.73","","",""
"73986","","","","","","","","","","0.55","0.55","0.55","","","","","",""
"73987","0.71","0.71","0.71","","","","","","","","","","","","","","",""
"73993","","","","","","","","","","","","","0.75","0.75","0.75","","",""
"74000","","","","","","","","","","0.56","0.56","0.56","","","","","",""
"74001","0.72","0.72","0.72","","","","","","","","","","","","","","",""
"74007","","","","","","","","","","","","","0.75","0.75","0.75","","",""
"74014","","","","","","","","","","0.57","0.57","0.57","","","","","",""
"74015","0.74","0.74","0.74","","","","","","","","","","","","","","",""
"74021","","","","","","","","","","","","","0.74","0.74","0.74","","",""
"74028","","","","","","","","","","0.57","0.57","0.57","","","","","",""
"74029","0.73","0.73","0.73","","","","","","","","","","","","","","",""
"74035","","","","","","","","","","","","","0.76","0.76","0.76","","",""
"74043","0.73","0.73","0.73","","","","","","","","","","","","","","",""
"74049","","","","","","","","","","","","","0.77","0.77","0.77","","",""
"74056","","","","","","","","","","0.57","0.57","0.57","","","","","",""
"74057","0.72","0.72","0.72","","","","","","","","","","","","","","",""
"74063","","","","","","","","","","","","","0.76","0.76","0.76","","",""
"74070","","","","","","","","","","0.57","0.57","0.57","","","","","",""
"74071","0.72","0.72","0.72","","","","","","","","","","","","","","",""
"74077","","","","","","","","","","","","","0.76","0.76","0.76","","",""
"74085","0.72","0.72","0.72","","","","","","","","","","","","","","",""
"74097","","","","","","","","","","0.56","0.56","0.56","","","","","",""
"74099","0.71","0.71","0.71","","","","","","","","","","","","","","",""
"74104","","","","","","","","","","","","","0.76","0.76","0.76","","",""
"74111","","","","","","","","","","0.56","0.56","0.56","","","","","",""
"74125","","","","","","","","","","0.58","0.58","0.58","","","","","",""
"74135","0.73","0.73","0.73","","","","","","","","","","","","","","",""
"74139","","","","","","","","","","0.55","0.55","0.55","","","","","",""
"74140","","","","","","","","","","","","","0.76","0.76","0.76","","",""
"74149","0.73","0.73","0.73","","","","","","","","","","","","","","",""
"74153","","","","","","","","","","0.56","0.56","0.56","","","","","",""
"74154","","","","","","","","","","","","","0.75","0.75","0.75","","",""
"74163","0.74","0.74","0.74","","","","","","","","","","","","","","",""
"74167","","","","","","","","","","0.56","0.56","0.56","","","","","",""
"74168","","","","","","","","","","","","","0.76","0.76","0.76","","",""
"74177","0.72","0.72","0.72","","","","","","","","","","","","","","",""
"74182","","","","","","","","","","","","","0.74","0.74","0.74","","",""
"74196","","","","","","","","","","","","","0.73","0.73","0.73","","",""
"74203","","","","","","","","","","0.57","0.57","0.57","","","","","",""
"74204","0.71","0.71","0.71","","","","","","","","","","","","","","",""
"74210","","","","","","","","","","","","","0.72","0.72","0.72","","",""
"74217","","","","","","","","","","0.59","0.59","0.59","","","","","",""
"74218","0.7","0.7","0.7","","","","","","","","","","","","","","",""
"74224","","","","","","","","","","","","","0.74","0.74","0.74","","",""
"74231","","","","","","","","","","0.58","0.58","0.58","","","","","",""
"74232","0.71","0.71","0.71","","","","","","","","","","","","","","",""
"74238","","","","","","","","","","","","","0.72","0.72","0.72","","",""
"74245","","","","","","","","","","0.56","0.56","0.56","","","","","",""
"74246","0.73","0.73","0.73","","","","","","","","","","","","","","",""
"74259","","","","","","","","","","0.58","0.58","0.58","","","","","",""
"74260","0.74","0.74","0.74","","","","","","","","","","","","","","",""
"74273","","","","","","","","","","0.59","0.59","0.59","","","","","",""
"74274","","","","","","","","","","","","","0.72","0.72","0.72","","",""
"74287","","","","","","","","","","0.6","0.6","0.6","","","","","",""
"74288","","","","","","","","","","","","","0.73","0.73","0.73","","",""
"74296","0.75","0.75","0.75","","","","","","","","","","","","","","",""
"74301","","","","","","","","","","0.61","0.61","0.61","","","","","",""
"74302","","","","","","","","","","","","","0.71","0.71","0.71","","",""
"74310","0.73","0.73","0.73","","","","","","","","","","","","","","",""
"74315","","","","","","","","","","0.61","0.61","0.61","","","","","",""
"74316","","","","","","","","","","","","","0.71","0.71","0.71","","",""
"74324","0.71","0.71","0.71","","","","","","","","","","","","","","",""
"74330","","","","","","","","","","","","","0.72","0.72","0.72","","",""
"74338","0.7","0.7","0.7","","","","","","","","","","","","","","",""
"74344","","","","","","","","","","","","","0.73","0.73","0.73","","",""
"74352","0.72","0.72","0.72","","","","","","","","","","","","","","",""
"74355","","","","","","","","","","0.61","0.61","0.61","","","","","",""
"74366","0.72","0.72","0.72","","","","","","","","","","","","","","",""
"74369","","","","","","","","","","0.63","0.63","0.63","","","","","",""
"74371","","","","","","","","","","","","","0.73","0.73","0.73","","",""
"74380","0.69","0.69","0.69","","","","","","","","","","","","","","",""
"74383","","","","","","","","","","0.64","0.64","0.64","","","","","",""
"74385","","","","","","","","","","","","","0.71","0.71","0.71","","",""
"74394","0.7","0.7","0.7","","","","","","","","","","","","","","",""
"74397","","","","","","","","","","0.65","0.65","0.65","","","","","",""
"74399","","","","","","","","","","","","","0.69","0.69","0.69","","",""
"74408","0.7","0.7","0.7","","","","","","","","","","","","","","",""
"74411","","","","","","","","","","0.64","0.64","0.64","","","","","",""
"74413","","","","","","","","","","","","","0.67","0.67","0.67","","",""
"74425","","","","","","","","","","0.65","0.65","0.65","","","","","",""
"74439","","","","","","","","","","0.66","0.66","0.66","","","","","",""
"74444","0.69","0.69","0.69","","","","","","","","","","","","","","",""
"74449","","","","","","","","","","","","","0.68","0.68","0.68","","",""
"74453","","","","","","","","","","0.67","0.67","0.67","","","","","",""
"74458","0.69","0.69","0.69","","","","","","","","","","","","","","",""
"74463","","","","","","","","","","","","","0.69","0.69","0.69","","",""
"74477","","","","","","","","","","","","","0.68","0.68","0.68","","",""
"74485","0.71","0.71","0.71","","","","","","","","","","","","","","",""
"74489","","","","","","","","","","0.67","0.67","0.67","","","","","",""
"74491","","","","","","","","","","","","","0.69","0.69","0.69","","",""
"74497","0.71","0.71","0.71","","","","","","","","","","","","","","",""
"74503","","","","","","","","","","0.69","0.69","0.69","","","","","",""
"74505","","","","","","","","","","","","","0.7","0.7","0.7","","",""
"74511","0.71","0.71","0.71","","","","","","","","","","","","","","",""
"74517","","","","","","","","","","0.71","0.71","0.71","","","","","",""
"74519","","","","","","","","","","","","","0.69","0.69","0.69","","",""
"74525","0.71","0.71","0.71","","","","","","","","","","","","","","",""
"74531","","","","","","","","","","0.72","0.72","0.72","","","","","",""
"74533","","","","","","","","","","","","","0.68","0.68","0.68","","",""
"74539","0.69","0.69","0.69","","","","","","","","","","","","","","",""
"74545","","","","","","","","","","0.72","0.72","0.72","","","","","",""
"74547","","","","","","","","","","","","","0.65","0.65","0.65","","",""
"74553","0.69","0.69","0.69","","","","","","","","","","","","","","",""
"74561","","","","","","","","","","","","","0.66","0.66","0.66","","",""
"74567","0.69","0.69","0.69","","","","","","","","","","","","","","",""
"74572","","","","","","","","","","0.73","0.73","0.73","","","","","",""
"74581","0.7","0.7","0.7","","","","","","","","","","","","","","",""
"74586","","","","","","","","","","0.74","0.74","0.74","","","","","",""
"74597","","","","","","","","","","","","","0.67","0.67","0.67","","",""
"74600","","","","","","","","","","0.75","0.75","0.75","","","","","",""
"74607","0.71","0.71","0.71","","","","","","","","","","","","","","",""
"74611","","","","","","","","","","","","","0.69","0.69","0.69","","",""
"74614","","","","","","","","","","0.74","0.74","0.74","","","","","",""
"74621","0.71","0.71","0.71","","","","","","","","","","","","","","",""
"74625","","","","","","","","","","","","","0.7","0.7","0.7","","",""
"74628","","","","","","","","","","0.74","0.74","0.74","","","","","",""
"74635","0.7","0.7","0.7","","","","","","","","","","","","","","",""
"74649","0.72","0.72","0.72","","","","","","","","","","","","","","",""
"74652","","","","","","","","","","","","","0.71","0.71","0.71","","",""
"74663","0.72","0.72","0.72","","","","","","","","","","","","","","",""
"74664","","","","","","","","","","0.77","0.77","0.77","","","","","",""
"74666","","","","","","","","","","","","","0.7","0.7","0.7","","",""
"74677","0.73","0.73","0.73","","","","","","","","","","","","","","",""
"74678","","","","","","","","","","0.78","0.78","0.78","","","","","",""
"74680","","","","","","","","","","","","","0.7","0.7","0.7","","",""
"74691","0.73","0.73","0.73","","","","","","","","","","","","","","",""
"74692","","","","","","","","","","0.76","0.76","0.76","","","","","",""
"74694","","","","","","","","","","","","","0.71","0.71","0.71","","",""
"74705","0.74","0.74","0.74","","","","","","","","","","","","","","",""
"74706","","","","","","","","","","0.75","0.75","0.75","","","","","",""
"74708","","","","","","","","","","","","","0.69","0.69","0.69","","",""
"74719","0.74","0.74","0.74","","","","","","","","","","","","","","",""
"74720","","","","","","","","","","0.75","0.75","0.75","","","","","",""
"74722","","","","","","","","","","","","","0.71","0.71","0.71","","",""
"74734","","","","","","","","","","0.75","0.75","0.75","","","","","",""
"74736","","","","","","","","","","","","","0.72","0.72","0.72","","",""
"74748","","","","","","","","","","0.74","0.74","0.74","","","","","",""
"74750","","","","","","","","","","","","","0.72","0.72","0.72","","",""
"74760","0.75","0.75","0.75","","","","","","","","","","","","","","",""
"74762","","","","","","","","","","0.74","0.74","0.74","","","","","",""
"74774","0.73","0.73","0.73","","","","","","","","","","","","","","",""
"74786","","","","","","","","","","","","","0.73","0.73","0.73","","",""
"74788","0.72","0.72","0.72","","","","","","","","","","","","","","",""
"74798","","","","","","","","","","0.75","0.75","0.75","","","","","",""
"74800","","","","","","","","","","","","","0.74","0.74","0.74","","",""
"74802","0.74","0.74","0.74","","","","","","","","","","","","","","",""
"74812","","","","","","","","","","0.73","0.73","0.73","","","","","",""
"74814","","","","","","","","","","","","","0.77","0.77","0.77","","",""
"74816","0.71","0.71","0.71","","","","","","","","","","","","","","",""
"74828","","","","","","","","","","","","","0.77","0.77","0.77","","",""
"74830","0.7","0.7","0.7","","","","","","","","","","","","","","",""
"74839","","","","","","","","","","0.73","0.73","0.73","","","","","",""
"74842","","","","","","","","","","","","","0.77","0.77","0.77","","",""
"74844","0.7","0.7","0.7","","","","","","","","","","","","","","",""
"74853","","","","","","","","","","0.74","0.74","0.74","","","","","",""
"74856","","","","","","","","","","","","","0.77","0.77","0.77","","",""
"74858","0.69","0.69","0.69","","","","","","","","","","","","","","",""
"74867","","","","","","","","","","0.74","0.74","0.74","","","","","",""
"74870","","","","","","","","","","","","","0.75","0.75","0.75","","",""
"74872","0.68","0.68","0.68","","","","","","","","","","","","","","",""
"74881","","","","","","","","","","0.73","0.73","0.73","","","","","",""
"74884","","","","","","","","","","","","","0.76","0.76","0.76","","",""
"74895","","","","","","","","","","0.74","0.74","0.74","","","","","",""
"74898","","","","","","","","","","","","","0.76","0.76","0.76","","",""
"74908","0.7","0.7","0.7","","","","","","","","","","","","","","",""
"74909","","","","","","","","","","0.76","0.76","0.76","","","","","",""
"74922","0.71","0.71","0.71","","","","","","","","","","","","","","",""
"74923","","","","","","","","","","0.74","0.74","0.74","","","","","",""
"74936","0.71","0.71","0.71","","","","","","","","","","","","","","",""
"74937","","","","","","","","","","0.74","0.74","0.74","","","","","",""
"74940","","","","","","","","","","","","","0.75","0.75","0.75","","",""
"74950","0.74","0.74","0.74","","","","","","","","","","","","","","",""
"74951","","","","","","","","","","0.74","0.74","0.74","","","","","",""
"74954","","","","","","","","","","","","","0.75","0.75","0.75","","",""
"74964","0.72","0.72","0.72","","","","","","","","","","","","","","",""
"74968","","","","","","","","","","","","","0.76","0.76","0.76","","",""
"74978","0.73","0.73","0.73","","","","","","","","","","","","","","",""
"74982","","","","","","","","","","","","","0.76","0.76","0.76","","",""
"74987","","","","","","","","","","0.73","0.73","0.73","","","","","",""
"74996","","","","","","","","","","","","","0.74","0.74","0.74","","",""
"75001","","","","","","","","","","0.74","0.74","0.74","","","","","",""
"75005","0.72","0.72","0.72","","","","","","","","","","","","","","",""
"75010","","","","","","","","","","","","","0.73","0.73","0.73","","",""
"75015","","","","","","","","","","0.74","0.74","0.74","","","","","",""
"75019","0.72","0.72","0.72","","","","","","","","","","","","","","",""
"75024","","","","","","","","","","","","","0.71","0.71","0.71","","",""
"75029","","","","","","","","","","0.73","0.73","0.73","","","","","",""
"75033","0.71","0.71","0.71","","","","","","","","","","","","","","",""
"75038","","","","","","","","","","","","","0.71","0.71","0.71","","",""
"75043","","","","","","","","","","0.74","0.74","0.74","","","","","",""
"75047","0.72","0.72","0.72","","","","","","","","","","","","","","",""
"75057","","","","","","","","","","0.72","0.72","0.72","","","","","",""
"75071","","","","","","","","","","0.72","0.72","0.72","","","","","",""
"75074","","","","","","","","","","","","","0.71","0.71","0.71","","",""
"75083","0.7","0.7","0.7","","","","","","","","","","","","","","",""
"75088","","","","","","","","","","","","","0.71","0.71","0.71","","",""
"75097","0.7","0.7","0.7","","","","","","","","","","","","","","",""
"75098","","","","","","","","","","0.73","0.73","0.73","","","","","",""
"75102","","","","","","","","","","","","","0.73","0.73","0.73","","",""
"75111","0.68","0.68","0.68","","","","","","","","","","","","","","",""
"75116","","","","","","","","","","","","","0.71","0.71","0.71","","",""
"75125","0.68","0.68","0.68","","","","","","","","","","","","","","",""
"75126","","","","","","","","","","0.74","0.74","0.74","","","","","",""
"75130","","","","","","","","","","","","","0.71","0.71","0.71","","",""
"75139","0.68","0.68","0.68","","","","","","","","","","","","","","",""
"75140","","","","","","","","","","0.75","0.75","0.75","","","","","",""
"75144","","","","","","","","","","","","","0.71","0.71","0.71","","",""
"75153","0.69","0.69","0.69","","","","","","","","","","","","","","",""
"75154","","","","","","","","","","0.75","0.75","0.75","","","","","",""
"75167","0.7","0.7","0.7","","","","","","","","","","","","","","",""
"75168","","","","","","","","","","0.75","0.75","0.75","","","","","",""
"75171","","","","","","","","","","","","","0.71","0.71","0.71","","",""
"75181","0.72","0.72","0.72","","","","","","","","","","","","","","",""
"75182","","","","","","","","","","0.75","0.75","0.75","","","","","",""
"75185","","","","","","","","","","","","","0.71","0.71","0.71","","",""
"75195","0.74","0.74","0.74","","","","","","","","","","","","","","",""
"75196","","","","","","","","","","0.75","0.75","0.75","","","","","",""
"75199","","","","","","","","","","","","","0.7","0.7","0.7","","",""
"75209","0.75","0.75","0.75","","","","","","","","","","","","","","",""
"75210","","","","","","","","","","0.73","0.73","0.73","","","","","",""
"75223","0.77","0.77","0.77","","","","","","","","","","","","","","",""
"75224","","","","","","","","","","0.75","0.75","0.75","","","","","",""
"75235","","","","","","","","","","","","","0.68","0.68","0.68","","",""
"75249","","","","","","","","","","","","","0.65","0.65","0.65","","",""
"75259","0.79","0.79","0.79","","","","","","","","","","","","","","",""
"75260","","","","","","","","","","0.75","0.75","0.75","","","","","",""
"75263","","","","","","","","","","","","","0.66","0.66","0.66","","",""
"75273","0.8","0.8","0.8","","","","","","","","","","","","","","",""
"75274","","","","","","","","","","0.76","0.76","0.76","","","","","",""
"75277","","","","","","","","","","","","","0.67","0.67","0.67","","",""
"75288","","","","","","","","","","0.76","0.76","0.76","","","","","",""
"75291","","","","","","","","","","","","","0.68","0.68","0.68","","",""
"75292","0.8","0.8","0.8","","","","","","","","","","","","","","",""
"75302","","","","","","","","","","0.76","0.76","0.76","","","","","",""
"75305","","","","","","","","","","","","","0.67","0.67","0.67","","",""
"75306","0.79","0.79","0.79","","","","","","","","","","","","","","",""
"75316","","","","","","","","","","0.75","0.75","0.75","","","","","",""
"75319","","","","","","","","","","","","","0.66","0.66","0.66","","",""
"75320","0.77","0.77","0.77","","","","","","","","","","","","","","",""
"75333","","","","","","","","","","","","","0.66","0.66","0.66","","",""
"75334","0.76","0.76","0.76","","","","","","","","","","","","","","",""
"75343","","","","","","","","","","0.75","0.75","0.75","","","","","",""
"75347","","","","","","","","","","","","","0.66","0.66","0.66","","",""
"75348","0.76","0.76","0.76","","","","","","","","","","","","","","",""
"75357","","","","","","","","","","0.75","0.75","0.75","","","","","",""
"75361","","","","","","","","","","","","","0.66","0.66","0.66","","",""
"75362","0.74","0.74","0.74","","","","","","","","","","","","","","",""
"75371","","","","","","","","","","0.75","0.75","0.75","","","","","",""
"75385","","","","","","","","","","0.73","0.73","0.73","","","","","",""
"75397","","","","","","","","","","","","","0.66","0.66","0.66","","",""
"75398","0.74","0.74","0.74","","","","","","","","","","","","","","",""
"75412","0.74","0.74","0.74","","","","","","","","","","","","","","",""
"75421","","","","","","","","","","0.73","0.73","0.73","","","","","",""
"75424","","","","","","","","","","","","","0.68","0.68","0.68","","",""
"75426","0.73","0.73","0.73","","","","","","","","","","","","","","",""
"75435","","","","","","","","","","0.72","0.72","0.72","","","","","",""
"75438","","","","","","","","","","","","","0.7","0.7","0.7","","",""
"75440","0.74","0.74","0.74","","","","","","","","","","","","","","",""
"75449","","","","","","","","","","0.72","0.72","0.72","","","","","",""
"75452","","","","","","","","","","","","","0.7","0.7","0.7","","",""
"75454","0.76","0.76","0.76","","","","","","","","","","","","","","",""
"75463","","","","","","","","","","0.73","0.73","0.73","","","","","",""
"75466","","","","","","","","","","","","","0.72","0.72","0.72","","",""
"75468","0.77","0.77","0.77","","","","","","","","","","","","","","",""
"75477","","","","","","","","","","0.74","0.74","0.74","","","","","",""
"75480","","","","","","","","","","","","","0.71","0.71","0.71","","",""
"75482","0.79","0.79","0.79","","","","","","","","","","","","","","",""
"75491","","","","","","","","","","0.76","0.76","0.76","","","","","",""
"75494","","","","","","","","","","","","","0.71","0.71","0.71","","",""
"75496","0.8","0.8","0.8","","","","","","","","","","","","","","",""
"75505","","","","","","","","","","0.75","0.75","0.75","","","","","",""
"75508","","","","","","","","","","","","","0.73","0.73","0.73","","",""
"75510","0.81","0.81","0.81","","","","","","","","","","","","","","",""
"75519","","","","","","","","","","0.76","0.76","0.76","","","","","",""
"75522","","","","","","","","","","","","","0.73","0.73","0.73","","",""
"75533","","","","","","","","","","0.76","0.76","0.76","","","","","",""
"75537","0.78","0.78","0.78","","","","","","","","","","","","","","",""
"75547","","","","","","","","","","0.76","0.76","0.76","","","","","",""
"75558","","","","","","","","","","","","","0.73","0.73","0.73","","",""
"75561","","","","","","","","","","0.75","0.75","0.75","","","","","",""
"75572","","","","","","","","","","","","","0.75","0.75","0.75","","",""
"75574","0.77","0.77","0.77","","","","","","","","","","","","","","",""
"75575","","","","","","","","","","0.74","0.74","0.74","","","","","",""
"75586","","","","","","","","","","","","","0.73","0.73","0.73","","",""
"75588","0.78","0.78","0.78","","","","","","","","","","","","","","",""
"75589","","","","","","","","","","0.76","0.76","0.76","","","","","",""
"75600","","","","","","","","","","","","","0.73","0.73","0.73","","",""
"75602","0.78","0.78","0.78","","","","","","","","","","","","","","",""
"75614","","","","","","","","","","","","","0.72","0.72","0.72","","",""
"75616","0.78","0.78","0.78","","","","","","","","","","","","","","",""
"75617","","","","","","","","","","0.77","0.77","0.77","","","","","",""
"75628","","","","","","","","","","","","","0.72","0.72","0.72","","",""
"75630","0.77","0.77","0.77","","","","","","","","","","","","","","",""
"75631","","","","","","","","","","0.78","0.78","0.78","","","","","",""
"75642","","","","","","","","","","","","","0.74","0.74","0.74","","",""
"75644","0.75","0.75","0.75","","","","","","","","","","","","","","",""
"75656","","","","","","","","","","","","","0.76","0.76","0.76","","",""
"75658","0.73","0.73","0.73","","","","","","","0.77","0.77","0.77","","","","","",""
"75670","","","","","","","","","","","","","0.76","0.76","0.76","","",""
"75672","0.71","0.71","0.71","","","","","","","0.78","0.78","0.78","","","","","",""
"75686","0.69","0.69","0.69","","","","","","","0.78","0.78","0.78","","","","","",""
"75697","","","","","","","","","","","","","0.78","0.78","0.78","","",""
"75700","","","","","","","","","","0.79","0.79","0.79","","","","","",""
"75714","","","","","","","","","","0.79","0.79","0.79","","","","","",""
"75722","0.7","0.7","0.7","","","","","","","","","","","","","","",""
"75728","","","","","","","","","","0.79","0.79","0.79","","","","","",""
"75733","","","","","","","","","","","","","0.77","0.77","0.77","","",""
"75736","0.7","0.7","0.7","","","","","","","","","","","","","","",""
"75742","","","","","","","","","","0.78","0.78","0.78","","","","","",""
"75747","","","","","","","","","","","","","0.78","0.78","0.78","","",""
"75750","0.72","0.72","0.72","","","","","","","","","","","","","","",""
"75761","","","","","","","","","","","","","0.77","0.77","0.77","","",""
"75764","0.72","0.72","0.72","","","","","","","","","","","","","","",""
"75775","","","","","","","","","","","","","0.76","0.76","0.76","","",""
"75778","0.71","0.71","0.71","","","","","","","0.78","0.78","0.78","","","","","",""
"75789","","","","","","","","","","","","","0.76","0.76","0.76","","",""
"75792","0.71","0.71","0.71","","","","","","","0.77","0.77","0.77","","","","","",""
"75803","","","","","","","","","","","","","0.75","0.75","0.75","","",""
"75806","","","","","","","","","","0.78","0.78","0.78","","","","","",""
"75811","0.73","0.73","0.73","","","","","","","","","","","","","","",""
"75817","","","","","","","","","","","","","0.76","0.76","0.76","","",""
"75820","","","","","","","","","","0.79","0.79","0.79","","","","","",""
"75825","0.72","0.72","0.72","","","","","","","","","","","","","","",""
"75834","","","","","","","","","","0.8","0.8","0.8","","","","","",""
"75839","0.73","0.73","0.73","","","","","","","","","","","","","","",""
"75848","","","","","","","","","","0.8","0.8","0.8","","","","","",""
"75853","0.72","0.72","0.72","","","","","","","","","","0.74","0.74","0.74","","",""
"75862","","","","","","","","","","0.79","0.79","0.79","","","","","",""
"75867","0.71","0.71","0.71","","","","","","","","","","0.72","0.72","0.72","","",""
"75876","","","","","","","","","","0.8","0.8","0.8","","","","","",""
"75881","","","","","","","","","","","","","0.71","0.71","0.71","","",""
"75890","","","","","","","","","","0.78","0.78","0.78","","","","","",""
"75895","0.71","0.71","0.71","","","","","","","","","","0.72","0.72","0.72","","",""
"75909","0.71","0.71","0.71","","","","","","","","","","0.72","0.72","0.72","","",""
"75917","","","","","","","","","","0.78","0.78","0.78","","","","","",""
"75923","0.7","0.7","0.7","","","","","","","","","","0.71","0.71","0.71","","",""
"75937","0.7","0.7","0.7","","","","","","","","","","","","","","",""
"75942","","","","","","","","","","","","","0.71","0.71","0.71","","",""
"75951","0.7","0.7","0.7","","","","","","","","","","","","","","",""
"75954","","","","","","","","","","0.77","0.77","0.77","","","","","",""
"75956","","","","","","","","","","","","","0.69","0.69","0.69","","",""
"75965","0.71","0.71","0.71","","","","","","","","","","","","","","",""
"75968","","","","","","","","","","0.77","0.77","0.77","","","","","",""
"75970","","","","","","","","","","","","","0.7","0.7","0.7","","",""
"75979","0.72","0.72","0.72","","","","","","","","","","","","","","",""
"75982","","","","","","","","","","0.78","0.78","0.78","","","","","",""
"75984","","","","","","","","","","","","","0.7","0.7","0.7","","",""
"75993","0.7","0.7","0.7","","","","","","","","","","","","","","",""
"75996","","","","","","","","","","0.78","0.78","0.78","","","","","",""
"76010","","","","","","","","","","0.79","0.79","0.79","","","","","",""
"76020","","","","","","","","","","","","","0.72","0.72","0.72","","",""
"76024","","","","","","","","","","0.79","0.79","0.79","","","","","",""
"76029","0.69","0.69","0.69","","","","","","","","","","","","","","",""
"76034","","","","","","","","","","","","","0.7","0.7","0.7","","",""
"76038","","","","","","","","","","0.77","0.77","0.77","","","","","",""
"76043","0.67","0.67","0.67","","","","","","","","","","","","","","",""
"76048","","","","","","","","","","","","","0.69","0.69","0.69","","",""
"76052","","","","","","","","","","0.78","0.78","0.78","","","","","",""
"76057","0.68","0.68","0.68","","","","","","","","","","","","","","",""
"76062","","","","","","","","","","","","","0.67","0.67","0.67","","",""
"76066","","","","","","","","","","0.79","0.79","0.79","","","","","",""
"76076","0.71","0.71","0.71","","","","","","","","","","0.64","0.64","0.64","","",""
"76080","","","","","","","","","","0.79","0.79","0.79","","","","","",""
"76090","0.71","0.71","0.71","","","","","","","","","","0.63","0.63","0.63","","",""
"76094","","","","","","","","","","0.78","0.78","0.78","","","","","",""
"76104","0.72","0.72","0.72","","","","","","","","","","0.62","0.62","0.62","","",""
"76118","0.72","0.72","0.72","","","","","","","","","","0.62","0.62","0.62","","",""
"76122","","","","","","","","","","0.78","0.78","0.78","","","","","",""
"76132","0.73","0.73","0.73","","","","","","","","","","0.62","0.62","0.62","","",""
"76136","","","","","","","","","","0.78","0.78","0.78","","","","","",""
"76146","0.71","0.71","0.71","","","","","","","","","","","","","","",""
"76150","","","","","","","","","","0.76","0.76","0.76","","","","","",""
"76160","","","","","","","","","","","","","0.63","0.63","0.63","","",""
"76164","","","","","","","","","","0.77","0.77","0.77","","","","","",""
"76178","","","","","","","","","","0.78","0.78","0.78","","","","","",""
"76182","0.71","0.71","0.71","","","","","","","","","","","","","","",""
"76187","","","","","","","","","","","","","0.64","0.64","0.64","","",""
