"Step","Proposed_Uniform - rollout/ep_rew_mean","Proposed_Uniform - rollout/ep_rew_mean__MIN","Proposed_Uniform - rollout/ep_rew_mean__MAX","Prior_Uniform - rollout/ep_rew_mean","Prior_Uniform - rollout/ep_rew_mean__MIN","Prior_Uniform - rollout/ep_rew_mean__MAX","Prior_Strong - rollout/ep_rew_mean","Prior_Strong - rollout/ep_rew_mean__MIN","Prior_Strong - rollout/ep_rew_mean__MAX","Proposed_hard - rollout/ep_rew_mean","Proposed_hard - rollout/ep_rew_mean__MIN","Proposed_hard - rollout/ep_rew_mean__MAX","Proposed_medium2 - rollout/ep_rew_mean","Proposed_medium2 - rollout/ep_rew_mean__MIN","Proposed_medium2 - rollout/ep_rew_mean__MAX","Prior_medium2 - rollout/ep_rew_mean","Prior_medium2 - rollout/ep_rew_mean__MIN","Prior_medium2 - rollout/ep_rew_mean__MAX"
"89068","84.52263","84.52263","84.52263","","","","","","","","","","","","","","",""
"89072","","","","","","","","","","57.49304","57.49304","57.49304","","","","","",""
"89082","87.585785","87.585785","87.585785","","","","","","","","","","","","","","",""
"89096","91.06746","91.06746","91.06746","","","","","","","","","","","","","","",""
"89099","","","","","","","","","","58.266182","58.266182","58.266182","","","","","",""
"89110","89.30781","89.30781","89.30781","","","","","","","","","","","","","","",""
"89124","91.17381","91.17381","91.17381","","","","","","","","","","","","","","",""
"89136","","","","","","","","","","58.78136","58.78136","58.78136","","","","","",""
"89138","88.17187","88.17187","88.17187","","","","","","","","","","","","","","",""
"89150","","","","","","","","","","60.324635","60.324635","60.324635","","","","","",""
"89152","92.06663","92.06663","92.06663","","","","","","","","","","","","","","",""
"89164","","","","","","","","","","60.06662","60.06662","60.06662","","","","","",""
"89166","96.13572","96.13572","96.13572","","","","","","","","","","","","","","",""
"89178","","","","","","","","","","57.0802","57.0802","57.0802","","","","","",""
"89180","99.60632","99.60632","99.60632","","","","","","","","","","","","","","",""
"89192","","","","","","","","","","54.316013","54.316013","54.316013","","","","","",""
"89194","104.51023","104.51023","104.51023","","","","","","","","","","","","","","",""
"89206","","","","","","","","","","52.579716","52.579716","52.579716","","","","","",""
"89208","110.938774","110.938774","110.938774","","","","","","","","","","","","","","",""
"89220","","","","","","","","","","51.045143","51.045143","51.045143","","","","","",""
"89234","","","","","","","","","","52.039314","52.039314","52.039314","","","","","",""
"89244","111.4877","111.4877","111.4877","","","","","","","","","","","","","","",""
"89258","106.27281","106.27281","106.27281","","","","","","","","","","","","","","",""
"89270","","","","","","","","","","46.827053","46.827053","46.827053","","","","","",""
"89272","105.26159","105.26159","105.26159","","","","","","","","","","","","","","",""
"89284","","","","","","","","","","53.992657","53.992657","53.992657","","","","","",""
"89286","107.03834","107.03834","107.03834","","","","","","","","","","","","","","",""
"89298","","","","","","","","","","56.66998","56.66998","56.66998","","","","","",""
"89300","102.02558","102.02558","102.02558","","","","","","","","","","","","","","",""
"89312","","","","","","","","","","52.197094","52.197094","52.197094","","","","","",""
"89326","","","","","","","","","","51.256622","51.256622","51.256622","","","","","",""
"89327","101.09043","101.09043","101.09043","","","","","","","","","","","","","","",""
"89341","97.617096","97.617096","97.617096","","","","","","","","","","","","","","",""
"89345","","","","","","","","","","47.020905","47.020905","47.020905","","","","","",""
"89355","100.196266","100.196266","100.196266","","","","","","","","","","","","","","",""
"89359","","","","","","","","","","43.789062","43.789062","43.789062","","","","","",""
"89369","101.665085","101.665085","101.665085","","","","","","","","","","","","","","",""
"89373","","","","","","","","","","46.643238","46.643238","46.643238","","","","","",""
"89383","101.676025","101.676025","101.676025","","","","","","","","","","","","","","",""
"89409","","","","","","","","","","41.673576","41.673576","41.673576","","","","","",""
"89411","100.52172","100.52172","100.52172","","","","","","","","","","","","","","",""
"89423","","","","","","","","","","39.013985","39.013985","39.013985","","","","","",""
"89425","97.87142","97.87142","97.87142","","","","","","","","","","","","","","",""
"89437","","","","","","","","","","35.683365","35.683365","35.683365","","","","","",""
"89439","92.9731","92.9731","92.9731","","","","","","","","","","","","","","",""
"89451","","","","","","","","","","31.883028","31.883028","31.883028","","","","","",""
"89453","87.79517","87.79517","87.79517","","","","","","","","","","","","","","",""
"89465","","","","","","","","","","32.842995","32.842995","32.842995","","","","","",""
"89467","87.257355","87.257355","87.257355","","","","","","","","","","","","","","",""
"89479","","","","","","","","","","30.912716","30.912716","30.912716","","","","","",""
"89481","84.993225","84.993225","84.993225","","","","","","","","","","","","","","",""
"89493","","","","","","","","","","30.897062","30.897062","30.897062","","","","","",""
"89495","82.512695","82.512695","82.512695","","","","","","","","","","","","","","",""
"89507","","","","","","","","","","29.529003","29.529003","29.529003","","","","","",""
"89509","87.07275","87.07275","87.07275","","","","","","","","","","","","","","",""
"89523","86.17916","86.17916","86.17916","","","","","","","","","","","","","","",""
"89543","","","","","","","","","","30.547056","30.547056","30.547056","","","","","",""
"89551","74.474045","74.474045","74.474045","","","","","","","","","","","","","","",""
"89557","","","","","","","","","","27.635798","27.635798","27.635798","","","","","",""
"89565","74.34049","74.34049","74.34049","","","","","","","","","","","","","","",""
"89576","","","","","","","","","","21.997879","21.997879","21.997879","","","","","",""
"89590","","","","","","","","","","20.374727","20.374727","20.374727","","","","","",""
"89592","72.82179","72.82179","72.82179","","","","","","","","","","","","","","",""
"89604","","","","","","","","","","21.942099","21.942099","21.942099","","","","","",""
"89606","73.515274","73.515274","73.515274","","","","","","","","","","","","","","",""
"89618","","","","","","","","","","21.185532","21.185532","21.185532","","","","","",""
"89620","74.49184","74.49184","74.49184","","","","","","","","","","","","","","",""
"89632","","","","","","","","","","23.177427","23.177427","23.177427","","","","","",""
"89634","65.37592","65.37592","65.37592","","","","","","","","","","","","","","",""
"89648","67.95235","67.95235","67.95235","","","","","","","","","","","","","","",""
"89662","68.60426","68.60426","68.60426","","","","","","","","","","","","","","",""
"89668","","","","","","","","","","25.540512","25.540512","25.540512","","","","","",""
"89676","68.02769","68.02769","68.02769","","","","","","","","","","","","","","",""
"89682","","","","","","","","","","22.066456","22.066456","22.066456","","","","","",""
"89690","67.214134","67.214134","67.214134","","","","","","","","","","","","","","",""
"89696","","","","","","","","","","22.425758","22.425758","22.425758","","","","","",""
"89710","","","","","","","","","","23.155354","23.155354","23.155354","","","","","",""
"89724","","","","","","","","","","26.009258","26.009258","26.009258","","","","","",""
"89726","72.293564","72.293564","72.293564","","","","","","","","","","","","","","",""
"89738","","","","","","","","","","25.6994","25.6994","25.6994","","","","","",""
"89740","73.67297","73.67297","73.67297","","","","","","","","","","","","","","",""
"89752","","","","","","","","","","25.77982","25.77982","25.77982","","","","","",""
"89754","74.05455","74.05455","74.05455","","","","","","","","","","","","","","",""
"89768","72.94595","72.94595","72.94595","","","","","","","","","","","","","","",""
"89771","","","","","","","","","","25.26662","25.26662","25.26662","","","","","",""
"89782","73.49469","73.49469","73.49469","","","","","","","","","","","","","","",""
"89796","68.7466","68.7466","68.7466","","","","","","","","","","","","","","",""
"89807","","","","","","","","","","24.0604","24.0604","24.0604","","","","","",""
"89810","69.41501","69.41501","69.41501","","","","","","","","","","","","","","",""
"89821","","","","","","","","","","18.502682","18.502682","18.502682","","","","","",""
"89824","71.08798","71.08798","71.08798","","","","","","","","","","","","","","",""
"89835","","","","","","","","","","23.64195","23.64195","23.64195","","","","","",""
"89838","70.41573","70.41573","70.41573","","","","","","","","","","","","","","",""
"89849","","","","","","","","","","20.886477","20.886477","20.886477","","","","","",""
"89863","","","","","","","","","","19.012825","19.012825","19.012825","","","","","",""
"89877","","","","","","","","","","22.793875","22.793875","22.793875","","","","","",""
"89888","75.46511","75.46511","75.46511","","","","","","","","","","","","","","",""
"89891","","","","","","","","","","22.301233","22.301233","22.301233","","","","","",""
"89902","74.986145","74.986145","74.986145","","","","","","","","","","","","","","",""
"89916","64.123985","64.123985","64.123985","","","","","","","","","","","","","","",""
"89927","","","","","","","","","","26.375237","26.375237","26.375237","","","","","",""
"89930","58.916832","58.916832","58.916832","","","","","","","","","","","","","","",""
"89941","","","","","","","","","","25.037966","25.037966","25.037966","","","","","",""
"89944","55.785595","55.785595","55.785595","","","","","","","","","","","","","","",""
"89955","","","","","","","","","","22.230791","22.230791","22.230791","","","","","",""
"89958","53.450523","53.450523","53.450523","","","","","","","","","","","","","","",""
"89969","","","","","","","","","","24.263983","24.263983","24.263983","","","","","",""
"89972","66.06288","66.06288","66.06288","","","","","","","","","","","","","","",""
"89983","","","","","","","","","","30.509731","30.509731","30.509731","","","","","",""
"89986","63.658012","63.658012","63.658012","","","","","","","","","","","","","","",""
"89997","","","","","","","","","","29.493935","29.493935","29.493935","","","","","",""
"90022","62.849762","62.849762","62.849762","","","","","","","","","","","","","","",""
"90024","","","","","","","","","","33.74924","33.74924","33.74924","","","","","",""
"90036","61.813457","61.813457","61.813457","","","","","","","","","","","","","","",""
"90038","","","","","","","","","","29.113998","29.113998","29.113998","","","","","",""
"90050","55.835724","55.835724","55.835724","","","","","","","","","","","","","","",""
"90052","","","","","","","","","","24.811247","24.811247","24.811247","","","","","",""
"90064","64.103386","64.103386","64.103386","","","","","","","","","","","","","","",""
"90078","62.209816","62.209816","62.209816","","","","","","","","","","","","","","",""
"90080","","","","","","","","","","26.689379","26.689379","26.689379","","","","","",""
"90092","64.85182","64.85182","64.85182","","","","","","","","","","","","","","",""
"90094","","","","","","","","","","29.001278","29.001278","29.001278","","","","","",""
"90106","64.05016","64.05016","64.05016","","","","","","","","","","","","","","",""
"90108","","","","","","","","","","32.03844","32.03844","32.03844","","","","","",""
"90122","","","","","","","","","","28.629133","28.629133","28.629133","","","","","",""
"90125","59.43998","59.43998","59.43998","","","","","","","","","","","","","","",""
"90136","","","","","","","","","","26.490559","26.490559","26.490559","","","","","",""
"90139","57.261776","57.261776","57.261776","","","","","","","","","","","","","","",""
"90150","","","","","","","","","","25.278915","25.278915","25.278915","","","","","",""
