"Step","Proposed_Uniform - rollout/ep_len_mean","Proposed_Uniform - rollout/ep_len_mean__MIN","Proposed_Uniform - rollout/ep_len_mean__MAX","Prior_Uniform - rollout/ep_len_mean","Prior_Uniform - rollout/ep_len_mean__MIN","Prior_Uniform - rollout/ep_len_mean__MAX","Prior_Strong - rollout/ep_len_mean","Prior_Strong - rollout/ep_len_mean__MIN","Prior_Strong - rollout/ep_len_mean__MAX","Proposed_hard - rollout/ep_len_mean","Proposed_hard - rollout/ep_len_mean__MIN","Proposed_hard - rollout/ep_len_mean__MAX","Proposed_medium2 - rollout/ep_len_mean","Proposed_medium2 - rollout/ep_len_mean__MIN","Proposed_medium2 - rollout/ep_len_mean__MAX","Prior_medium2 - rollout/ep_len_mean","Prior_medium2 - rollout/ep_len_mean__MIN","Prior_medium2 - rollout/ep_len_mean__MAX"
"1254","589.09","589.09","589.09","","","","","","","","","","","","","","",""
"1260","","","","","","","","","","","","","","","","598.62","598.62","598.62"
"1261","","","","648.36","648.36","648.36","","","","","","","","","","","",""
"1266","","","","","","","","","","","","","640.81","640.81","640.81","","",""
"1267","","","","","","","655.19","655.19","655.19","","","","","","","","",""
"1268","584.11","584.11","584.11","","","","","","","","","","","","","","",""
"1270","","","","","","","","","","667.38","667.38","667.38","","","","","",""
"1274","","","","","","","","","","","","","","","","598.62","598.62","598.62"
"1275","","","","646.38","646.38","646.38","","","","","","","","","","","",""
"1280","","","","","","","","","","","","","640.97","640.97","640.97","","",""
"1281","","","","","","","658.48","658.48","658.48","","","","","","","","",""
"1282","600.38","600.38","600.38","","","","","","","","","","","","","","",""
"1284","","","","","","","","","","665.6","665.6","665.6","","","","","",""
"1289","","","","644.09","644.09","644.09","","","","","","","","","","","",""
"1294","","","","","","","","","","","","","646.08","646.08","646.08","","",""
"1295","","","","","","","658.11","658.11","658.11","","","","","","","","",""
"1298","","","","","","","","","","665.6","665.6","665.6","","","","","",""
"1301","","","","","","","","","","","","","","","","599.18","599.18","599.18"
"1303","","","","637.6","637.6","637.6","","","","","","","","","","","",""
"1308","","","","","","","","","","","","","646.79","646.79","646.79","","",""
"1309","","","","","","","656.18","656.18","656.18","","","","","","","","",""
"1312","","","","","","","","","","657.28","657.28","657.28","","","","","",""
"1315","","","","","","","","","","","","","","","","607.87","607.87","607.87"
"1317","","","","620.31","620.31","620.31","","","","","","","","","","","",""
"1318","613.61","613.61","613.61","","","","","","","","","","","","","","",""
"1323","","","","","","","656.18","656.18","656.18","","","","","","","","",""
"1326","","","","","","","","","","651.79","651.79","651.79","","","","","",""
"1329","","","","","","","","","","","","","","","","603.76","603.76","603.76"
"1332","614.31","614.31","614.31","","","","","","","","","","","","","","",""
"1340","","","","","","","","","","656.28","656.28","656.28","","","","","",""
"1343","","","","","","","","","","","","","","","","598.63","598.63","598.63"
"1344","","","","","","","","","","","","","647.71","647.71","647.71","","",""
"1346","616.1","616.1","616.1","","","","","","","","","","","","","","",""
"1353","","","","617.01","617.01","617.01","","","","","","","","","","","",""
"1357","","","","","","","","","","","","","","","","611.42","611.42","611.42"
"1358","","","","","","","","","","","","","643.28","643.28","643.28","","",""
"1359","","","","","","","656.18","656.18","656.18","","","","","","","","",""
"1360","612.81","612.81","612.81","","","","","","","","","","","","","","",""
"1367","","","","622.63","622.63","622.63","","","","","","","","","","","",""
"1371","","","","","","","","","","","","","","","","612.04","612.04","612.04"
"1372","","","","","","","","","","","","","643.28","643.28","643.28","","",""
"1373","","","","","","","660.17","660.17","660.17","","","","","","","","",""
"1374","608","608","608","","","","","","","","","","","","","","",""
"1381","","","","624.54","624.54","624.54","","","","660.54","660.54","660.54","","","","","",""
"1386","","","","","","","","","","","","","643.28","643.28","643.28","","",""
"1387","","","","","","","660.17","660.17","660.17","","","","","","","","",""
"1388","612.47","612.47","612.47","","","","","","","","","","","","","","",""
"1395","","","","626.18","626.18","626.18","","","","660.54","660.54","660.54","","","","","",""
"1400","","","","","","","","","","","","","650.73","650.73","650.73","","",""
"1402","610.48","610.48","610.48","","","","","","","","","","","","","","",""
"1407","","","","","","","","","","","","","","","","606.31","606.31","606.31"
"1409","","","","","","","","","","654.94","654.94","654.94","","","","","",""
"1414","","","","632.94","632.94","632.94","660.21","660.21","660.21","","","","651.17","651.17","651.17","","",""
"1421","","","","","","","","","","","","","","","","605.22","605.22","605.22"
"1423","","","","","","","","","","655.68","655.68","655.68","","","","","",""
"1428","","","","625.85","625.85","625.85","653.62","653.62","653.62","","","","","","","","",""
"1435","","","","","","","","","","","","","","","","613.83","613.83","613.83"
"1437","","","","","","","","","","653.62","653.62","653.62","","","","","",""
"1442","","","","629.78","629.78","629.78","653.24","653.24","653.24","","","","","","","","",""
"1443","614.81","614.81","614.81","","","","","","","","","","","","","","",""
"1449","","","","","","","","","","","","","","","","623.8","623.8","623.8"
"1455","","","","","","","","","","","","","647.72","647.72","647.72","","",""
"1456","","","","626.71","626.71","626.71","649.8","649.8","649.8","","","","","","","","",""
"1457","618.68","618.68","618.68","","","","","","","","","","","","","","",""
"1469","","","","","","","","","","","","","641.7","641.7","641.7","","",""
"1470","","","","623.87","623.87","623.87","657.27","657.27","657.27","","","","","","","","",""
"1471","632.37","632.37","632.37","","","","","","","","","","","","","","",""
"1473","","","","","","","","","","653.62","653.62","653.62","","","","","",""
"1476","","","","","","","","","","","","","","","","623.76","623.76","623.76"
"1483","","","","","","","","","","","","","644.13","644.13","644.13","","",""
"1484","","","","630.4","630.4","630.4","660.29","660.29","660.29","","","","","","","","",""
"1485","622.17","622.17","622.17","","","","","","","","","","","","","","",""
"1487","","","","","","","","","","649.8","649.8","649.8","","","","","",""
"1490","","","","","","","","","","","","","","","","619.97","619.97","619.97"
"1497","","","","","","","","","","","","","638.32","638.32","638.32","","",""
"1498","","","","626.78","626.78","626.78","665.54","665.54","665.54","","","","","","","","",""
"1499","622.9","622.9","622.9","","","","","","","","","","","","","","",""
"1501","","","","","","","","","","650.64","650.64","650.64","","","","","",""
"1504","","","","","","","","","","","","","","","","621.65","621.65","621.65"
"1511","","","","","","","","","","","","","641.51","641.51","641.51","","",""
"1512","","","","623.3","623.3","623.3","656.82","656.82","656.82","","","","","","","","",""
"1513","629.81","629.81","629.81","","","","","","","","","","","","","","",""
"1515","","","","","","","","","","643.11","643.11","643.11","","","","","",""
"1518","","","","","","","","","","","","","","","","620.58","620.58","620.58"
"1525","","","","","","","","","","","","","641.81","641.81","641.81","","",""
"1526","","","","","","","650.88","650.88","650.88","","","","","","","","",""
"1532","","","","","","","","","","","","","","","","622.51","622.51","622.51"
"1542","","","","","","","","","","641.28","641.28","641.28","","","","","",""
"1546","","","","","","","","","","","","","","","","634.29","634.29","634.29"
"1548","","","","623.3","623.3","623.3","","","","","","","","","","","",""
"1549","637.52","637.52","637.52","","","","","","","","","","","","","","",""
"1556","","","","","","","","","","641.28","641.28","641.28","","","","","",""
"1560","","","","","","","","","","","","","","","","637.82","637.82","637.82"
"1561","","","","","","","","","","","","","649.57","649.57","649.57","","",""
"1562","","","","622.58","622.58","622.58","650.88","650.88","650.88","","","","","","","","",""
"1563","631.26","631.26","631.26","","","","","","","","","","","","","","",""
"1574","","","","","","","","","","","","","","","","643.44","643.44","643.44"
"1575","","","","","","","","","","","","","649.57","649.57","649.57","","",""
"1577","638.21","638.21","638.21","","","","","","","","","","","","","","",""
"1581","","","","629.35","629.35","629.35","","","","","","","","","","","",""
"1589","","","","","","","650.73","650.73","650.73","","","","645.78","645.78","645.78","","",""
"1592","","","","","","","","","","638.62","638.62","638.62","","","","","",""
"1595","","","","627.06","627.06","627.06","","","","","","","","","","","",""
"1603","","","","","","","653.44","653.44","653.44","","","","639.71","639.71","639.71","","",""
"1604","654.29","654.29","654.29","","","","","","","","","","","","","","",""
"1606","","","","","","","","","","649.15","649.15","649.15","","","","","",""
"1609","","","","627.88","627.88","627.88","","","","","","","","","","","",""
"1610","","","","","","","","","","","","","","","","632.87","632.87","632.87"
"1617","","","","","","","654.88","654.88","654.88","","","","","","","","",""
"1620","","","","","","","","","","650.09","650.09","650.09","","","","","",""
"1623","","","","622.49","622.49","622.49","","","","","","","","","","","",""
"1624","","","","","","","","","","","","","","","","642.48","642.48","642.48"
"1630","","","","","","","","","","","","","637","637","637","","",""
"1631","","","","","","","656.42","656.42","656.42","","","","","","","","",""
"1634","","","","","","","","","","661.36","661.36","661.36","","","","","",""
"1637","","","","616.78","616.78","616.78","","","","","","","","","","","",""
"1640","664.38","664.38","664.38","","","","","","","","","","","","","","",""
"1644","","","","","","","","","","","","","630.81","630.81","630.81","","",""
"1645","","","","","","","644.81","644.81","644.81","","","","","","","","",""
"1648","","","","","","","","","","668.23","668.23","668.23","","","","","",""
"1651","","","","612.26","612.26","612.26","","","","","","","","","","647.71","647.71","647.71"
"1654","665.39","665.39","665.39","","","","","","","","","","","","","","",""
"1659","","","","","","","641.83","641.83","641.83","","","","","","","","",""
"1662","","","","","","","","","","660.95","660.95","660.95","","","","","",""
"1665","","","","623","623","623","","","","","","","","","","638.77","638.77","638.77"
"1668","662.74","662.74","662.74","","","","","","","","","","","","","","",""
"1673","","","","","","","642.64","642.64","642.64","","","","","","","","",""
"1679","","","","618.66","618.66","618.66","","","","","","","","","","634.23","634.23","634.23"
"1680","","","","","","","","","","","","","627.91","627.91","627.91","","",""
"1682","660.35","660.35","660.35","","","","","","","","","","","","","","",""
"1687","","","","","","","644.34","644.34","644.34","","","","","","","","",""
"1690","","","","","","","","","","658.88","658.88","658.88","","","","","",""
"1693","","","","625.03","625.03","625.03","","","","","","","","","","638.06","638.06","638.06"
"1694","","","","","","","","","","","","","627.91","627.91","627.91","","",""
"1696","659.47","659.47","659.47","","","","","","","","","","","","","","",""
"1701","","","","","","","638.87","638.87","638.87","","","","","","","","",""
"1707","","","","622.56","622.56","622.56","","","","","","","","","","632.39","632.39","632.39"
"1708","","","","","","","","","","","","","627.94","627.94","627.94","","",""
"1710","663.64","663.64","663.64","","","","","","","","","","","","","","",""
"1715","","","","","","","651.08","651.08","651.08","","","","","","","","",""
"1717","","","","","","","","","","664.25","664.25","664.25","","","","","",""
"1721","","","","","","","","","","","","","","","","631.7","631.7","631.7"
"1722","","","","","","","","","","","","","637.4","637.4","637.4","","",""
"1729","","","","","","","646.35","646.35","646.35","666.44","666.44","666.44","","","","","",""
"1735","","","","","","","","","","","","","","","","629.14","629.14","629.14"
"1736","","","","","","","","","","","","","636.33","636.33","636.33","","",""
"1738","664.55","664.55","664.55","","","","","","","","","","","","","","",""
"1743","","","","","","","","","","663.06","663.06","663.06","","","","","",""
"1749","","","","640.07","640.07","640.07","","","","","","","","","","633.53","633.53","633.53"
"1750","","","","","","","","","","","","","631.94","631.94","631.94","","",""
"1752","648.34","648.34","648.34","","","","","","","","","","","","","","",""
"1757","","","","","","","","","","650.24","650.24","650.24","","","","","",""
"1763","","","","643.33","643.33","643.33","","","","","","","","","","639.62","639.62","639.62"
"1766","646.51","646.51","646.51","","","","","","","","","","","","","","",""
"1771","","","","","","","","","","658.56","658.56","658.56","","","","","",""
"1777","","","","639.71","639.71","639.71","","","","","","","","","","629.74","629.74","629.74"
"1778","","","","","","","","","","","","","631.94","631.94","631.94","","",""
"1779","","","","","","","630.6","630.6","630.6","","","","","","","","",""
"1791","","","","646.35","646.35","646.35","","","","","","","","","","","",""
"1792","","","","","","","","","","","","","635.06","635.06","635.06","","",""
"1793","645.44","645.44","645.44","","","","617.9","617.9","617.9","","","","","","","","",""
"1805","","","","640.51","640.51","640.51","","","","","","","","","","","",""
"1807","635.53","635.53","635.53","","","","613.58","613.58","613.58","657.21","657.21","657.21","","","","","",""
"1811","","","","","","","","","","","","","636.43","636.43","636.43","","",""
"1819","","","","640.51","640.51","640.51","","","","","","","","","","630.72","630.72","630.72"
"1821","640.97","640.97","640.97","","","","610.39","610.39","610.39","655.98","655.98","655.98","","","","","",""
"1825","","","","","","","","","","","","","630.33","630.33","630.33","","",""
"1833","","","","653.38","653.38","653.38","","","","","","","","","","632.16","632.16","632.16"
"1835","651.45","651.45","651.45","","","","616.55","616.55","616.55","651.16","651.16","651.16","","","","","",""
"1839","","","","","","","","","","","","","624.95","624.95","624.95","","",""
"1847","","","","647.75","647.75","647.75","","","","","","","","","","624.17","624.17","624.17"
